time_s,ref_deg,actual_deg,error_deg,current_A
1.737999999999999989e+00,6.811578947368420245e+01,6.876905232519506228e+01,-6.532628515108550582e-01,5.160780030417434716e+00
1.739000000000000101e+00,6.816315789473685527e+01,6.881644660278779213e+01,-6.532887080509448552e-01,5.150554880581035277e+00
1.739999999999999991e+00,6.821052631578947967e+01,6.886383908649231955e+01,-6.533127707028398845e-01,5.140324732941023100e+00
1.741000000000000103e+00,6.825789473684210407e+01,6.891122978393674714e+01,-6.533350470946426292e-01,5.130089598043994670e+00
1.741999999999999993e+00,6.830526315789472847e+01,6.895861870272416638e+01,-6.533555448294309231e-01,5.119849486441044206e+00
1.743000000000000105e+00,6.835263157894738129e+01,6.900600585043262925e+01,-6.533742714852450728e-01,5.109604408687667743e+00
1.743999999999999995e+00,6.840000000000000568e+01,6.905339123461530448e+01,-6.533912346152919159e-01,5.099354375343693846e+00
1.745000000000000107e+00,6.844736842105263008e+01,6.910077486280044923e+01,-6.534064417478171460e-01,5.089099396973141509e+00
1.745999999999999996e+00,6.849473684210525448e+01,6.914815674249156530e+01,-6.534199003863090383e-01,5.078839484144189953e+00
1.747000000000000108e+00,6.854210526315789309e+01,6.919553688116737078e+01,-6.534316180094729143e-01,5.068574647429052504e+00
1.747999999999999998e+00,6.858947368421053170e+01,6.924291528628189951e+01,-6.534416020713712525e-01,5.058304897403916200e+00
1.749000000000000110e+00,6.863684210526315610e+01,6.929029196526452949e+01,-6.534498600013727287e-01,5.048030244648813891e+00
1.750000000000000000e+00,6.868421052631578050e+01,6.933766692552009658e+01,-6.534563992043175285e-01,5.037750699747592265e+00
1.751000000000000112e+00,6.873157894736843332e+01,6.938504017442890870e+01,-6.534612270604791551e-01,5.027466273287780396e+00
1.752000000000000002e+00,6.877894736842105772e+01,6.943241171934683109e+01,-6.534643509257681560e-01,5.017176975860552446e+00
1.753000000000000114e+00,6.882631578947368212e+01,6.947978156760528634e+01,-6.534657781316048908e-01,5.006882818060571338e+00
1.754000000000000004e+00,6.887368421052630652e+01,6.952714972651142489e+01,-6.534655159851101569e-01,4.996583810485979882e+00
1.755000000000000115e+00,6.892105263157895934e+01,6.957451620334806819e+01,-6.534635717691051893e-01,4.986279963738283527e+00
1.756000000000000005e+00,6.896842105263158373e+01,6.962188100537383662e+01,-6.534599527422521037e-01,4.975971288422281091e+00
1.757000000000000117e+00,6.901578947368422234e+01,6.966924413982319209e+01,-6.534546661389768474e-01,4.965657795145940412e+00
1.758000000000000007e+00,6.906315789473683253e+01,6.971660561390646649e+01,-6.534477191696349552e-01,4.955339494520384136e+00
1.759000000000000119e+00,6.911052631578948535e+01,6.976396543480997536e+01,-6.534391190204863475e-01,4.945016397159770705e+00
1.760000000000000009e+00,6.915789473684210975e+01,6.981132360969603212e+01,-6.534288728539239255e-01,4.934688513681248168e+00
1.761000000000000121e+00,6.920526315789473415e+01,6.985868014570306173e+01,-6.534169878083208038e-01,4.924355854704797864e+00
1.762000000000000011e+00,6.925263157894735855e+01,6.990603504994554385e+01,-6.534034709981835221e-01,4.914018430853234420e+00
1.763000000000000123e+00,6.930000000000001137e+01,6.995338832951422603e+01,-6.533883295142153269e-01,4.903676252752109832e+00
1.764000000000000012e+00,6.934736842105263577e+01,7.000073999147608106e+01,-6.533715704234431820e-01,4.893329331029637075e+00
1.765000000000000124e+00,6.939473684210527438e+01,7.004809004287437801e+01,-6.533532007691036370e-01,4.882977676316560434e+00
1.766000000000000014e+00,6.944210526315789878e+01,7.009543849072872490e+01,-6.533332275708336745e-01,4.872621299246160831e+00
1.767000000000000126e+00,6.948947368421053739e+01,7.014278534203522497e+01,-6.533116578246959127e-01,4.862260210454142140e+00
1.768000000000000016e+00,6.953684210526316178e+01,7.019013060376643409e+01,-6.532884985032675340e-01,4.851894420578563683e+00
1.769000000000000128e+00,6.958421052631578618e+01,7.023747428287140337e+01,-6.532637565556153048e-01,4.841523940259740755e+00
1.770000000000000018e+00,6.963157894736841058e+01,7.028481638627586392e+01,-6.532374389074478982e-01,4.831148780140216203e+00
1.771000000000000130e+00,6.967894736842106340e+01,7.033215692088214155e+01,-6.532095524610780357e-01,4.820768950864650293e+00
1.772000000000000020e+00,6.972631578947368780e+01,7.037949589356932734e+01,-6.531801040956382032e-01,4.810384463079790507e+00
1.773000000000000131e+00,6.977368421052632641e+01,7.042683331119326340e+01,-6.531491006669413180e-01,4.799995327434329440e+00
1.774000000000000021e+00,6.982105263157895081e+01,7.047416918058661395e+01,-6.531165490076711322e-01,4.789601554578904796e+00
1.775000000000000133e+00,6.986842105263158942e+01,7.052150350855897898e+01,-6.530824559273953334e-01,4.779203155165998140e+00
1.776000000000000023e+00,6.991578947368421382e+01,7.056883630189688006e+01,-6.530468282126670188e-01,4.768800139849872721e+00
1.777000000000000135e+00,6.996315789473683822e+01,7.061616756736383138e+01,-6.530096726269991603e-01,4.758392519286481104e+00
1.778000000000000025e+00,7.001052631578946261e+01,7.066349731170045345e+01,-6.529709959109922801e-01,4.747980304133440299e+00
1.779000000000000137e+00,7.005789473684211544e+01,7.071082554162447309e+01,-6.529308047823596528e-01,4.737563505049934065e+00
1.780000000000000027e+00,7.010526315789473983e+01,7.075815226383080869e+01,-6.528891059360668603e-01,4.727142132696663168e+00
1.781000000000000139e+00,7.015263157894736423e+01,7.080547748499161287e+01,-6.528459060442436401e-01,4.716716197735726368e+00
1.782000000000000028e+00,7.020000000000000284e+01,7.085280121175634349e+01,-6.528012117563481986e-01,4.706285710830623970e+00
1.783000000000000140e+00,7.024736842105265566e+01,7.090012345075182054e+01,-6.527550296991679879e-01,4.695850682646154794e+00
1.784000000000000030e+00,7.029473684210528006e+01,7.094744420858225453e+01,-6.527073664769850181e-01,4.685411123848380655e+00
1.785000000000000142e+00,7.034210526315790446e+01,7.099476349182938861e+01,-6.526582286714864845e-01,4.674967045104505559e+00
1.786000000000000032e+00,7.038947368421051465e+01,7.104208130705242752e+01,-6.526076228419174230e-01,4.664518457082863279e+00
1.787000000000000144e+00,7.043684210526316747e+01,7.108939766078823652e+01,-6.525555555250683870e-01,4.654065370452833861e+00
1.788000000000000034e+00,7.048421052631579187e+01,7.113671255955125616e+01,-6.525020332354660724e-01,4.643607795884804545e+00
1.789000000000000146e+00,7.053157894736841627e+01,7.118402600983370121e+01,-6.524470624652840556e-01,4.633145744050052528e+00
1.790000000000000036e+00,7.057894736842105488e+01,7.123133801810551802e+01,-6.523906496844702474e-01,4.622679225620730747e+00
1.791000000000000147e+00,7.062631578947369348e+01,7.127864859081446980e+01,-6.523328013407723169e-01,4.612208251269793280e+00
1.792000000000000037e+00,7.067368421052633209e+01,7.132595773438622189e+01,-6.522735238598903473e-01,4.601732831670943824e+00
1.792999999999999927e+00,7.072105263157895649e+01,7.137326545522432752e+01,-6.522128236453751393e-01,4.591252977498532672e+00
1.794000000000000039e+00,7.076842105263158089e+01,7.142057175971039840e+01,-6.521507070788187255e-01,4.580768699427560264e+00
1.794999999999999929e+00,7.081578947368420529e+01,7.146787665420406199e+01,-6.520871805198545923e-01,4.570280008133575933e+00
1.796000000000000041e+00,7.086315789473684390e+01,7.151518014504306109e+01,-6.520222503062216290e-01,4.559786914292631721e+00
1.796999999999999931e+00,7.091052631578946830e+01,7.156248223854331059e+01,-6.519559227538396229e-01,4.549289428581223760e+00
1.798000000000000043e+00,7.095789473684209270e+01,7.160978294099895436e+01,-6.518882041568484498e-01,4.538787561676228322e+00
1.798999999999999932e+00,7.100526315789473131e+01,7.165708225868236525e+01,-6.518191007876451559e-01,4.528281324254844975e+00
1.800000000000000044e+00,7.105263157894738413e+01,7.170438019784435824e+01,-6.517486188969739969e-01,4.517770726994559283e+00
1.800999999999999934e+00,7.110000000000000853e+01,7.175167676471404832e+01,-6.516767647140404573e-01,4.507255780573075299e+00
1.802000000000000046e+00,7.114736842105263293e+01,7.179897196549904947e+01,-6.516035444464219895e-01,4.496736495668216094e+00
1.802999999999999936e+00,7.119473684210525732e+01,7.184626580638548887e+01,-6.515289642802339909e-01,4.486212882957937964e+00
1.804000000000000048e+00,7.124210526315789593e+01,7.189355829353803529e+01,-6.514530303801419064e-01,4.475684953120239840e+00
1.804999999999999938e+00,7.128947368421052033e+01,7.194084943310001279e+01,-6.513757488894889036e-01,4.465152716833124202e+00
1.806000000000000050e+00,7.133684210526314473e+01,7.198813923119340075e+01,-6.512971259302450244e-01,4.454616184774513599e+00
1.806999999999999940e+00,7.138421052631578334e+01,7.203542769391890488e+01,-6.512171676031336398e-01,4.444075367622229322e+00
1.808000000000000052e+00,7.143157894736843616e+01,7.208271482735608515e+01,-6.511358799876579839e-01,4.433530276053925689e+00
1.808999999999999941e+00,7.147894736842106056e+01,7.213000063756331315e+01,-6.510532691422531437e-01,4.422980920747050959e+00
1.810000000000000053e+00,7.152631578947368496e+01,7.217728513057785733e+01,-6.509693411041715949e-01,4.412427312378740751e+00
1.810999999999999943e+00,7.157368421052630936e+01,7.222456831241595410e+01,-6.508841018896489583e-01,4.401869461625832258e+00
1.812000000000000055e+00,7.162105263157896218e+01,7.227185018907290726e+01,-6.507975574939415253e-01,4.391307379164798519e+00
1.812999999999999945e+00,7.166842105263158658e+01,7.231913076652304539e+01,-6.507097138914541556e-01,4.380741075671689799e+00
1.814000000000000057e+00,7.171578947368421098e+01,7.236641005071984978e+01,-6.506205770356382478e-01,4.370170561822046551e+00
1.814999999999999947e+00,7.176315789473683537e+01,7.241368804759601119e+01,-6.505301528591697080e-01,4.359595848290910070e+00
1.816000000000000059e+00,7.181052631578947398e+01,7.246096476306344414e+01,-6.504384472739617173e-01,4.349016945752742558e+00
1.816999999999999948e+00,7.185789473684211259e+01,7.250824020301335793e+01,-6.503454661712539941e-01,4.338433864881391600e+00
1.818000000000000060e+00,7.190526315789473699e+01,7.255551437331637032e+01,-6.502512154216381068e-01,4.327846616350019104e+00
1.818999999999999950e+00,7.195263157894736139e+01,7.260278727982246494e+01,-6.501557008751082112e-01,4.317255210831067558e+00
1.820000000000000062e+00,7.200000000000001421e+01,7.265005892836110490e+01,-6.500589283610993530e-01,4.306659658996217388e+00
1.820999999999999952e+00,7.204736842105263861e+01,7.269732932474131815e+01,-6.499609036886784263e-01,4.296059971516356768e+00
1.822000000000000064e+00,7.209473684210526301e+01,7.274459847475166896e+01,-6.498616326464041748e-01,4.285456159061464376e+00
1.822999999999999954e+00,7.214210526315788741e+01,7.279186638416040012e+01,-6.497611210025049377e-01,4.274848232300637818e+00
1.824000000000000066e+00,7.218947368421052602e+01,7.283913305871541866e+01,-6.496593745048920843e-01,4.264236201902017243e+00
1.824999999999999956e+00,7.223684210526316463e+01,7.288639850414442378e+01,-6.495563988812609324e-01,4.253620078532751592e+00
1.826000000000000068e+00,7.228421052631578902e+01,7.293366272615487844e+01,-6.494521998390915263e-01,4.242999872858927546e+00
1.826999999999999957e+00,7.233157894736841342e+01,7.298092573043412301e+01,-6.493467830657118078e-01,4.232375595545544655e+00
1.828000000000000069e+00,7.237894736842106624e+01,7.302818752264941793e+01,-6.492401542283612326e-01,4.221747257256481589e+00
1.828999999999999959e+00,7.242631578947369064e+01,7.307544810844801475e+01,-6.491323189743311017e-01,4.211114868654453502e+00
1.830000000000000071e+00,7.247368421052631504e+01,7.312270749345718457e+01,-6.490232829308620888e-01,4.200478440400912561e+00
1.830999999999999961e+00,7.252105263157893944e+01,7.316996568328424644e+01,-6.489130517052976721e-01,4.189837983156069257e+00
1.832000000000000073e+00,7.256842105263159226e+01,7.321722268351670948e+01,-6.488016308851091152e-01,4.179193507578830236e+00
1.832999999999999963e+00,7.261578947368421666e+01,7.326447849972224446e+01,-6.486890260380226980e-01,4.168545024326762771e+00
1.834000000000000075e+00,7.266315789473685527e+01,7.331173313744879749e+01,-6.485752427119436669e-01,4.157892544056014827e+00
1.834999999999999964e+00,7.271052631578947967e+01,7.335898660222459000e+01,-6.484602864351212137e-01,4.147236077421320388e+00
1.836000000000000076e+00,7.275789473684211828e+01,7.340623889955824666e+01,-6.483441627161361520e-01,4.136575635075935509e+00
1.836999999999999966e+00,7.280526315789474268e+01,7.345349003493876694e+01,-6.482268770440279271e-01,4.125911227671609893e+00
1.838000000000000078e+00,7.285263157894736707e+01,7.350074001383563882e+01,-6.481084348882691915e-01,4.115242865858522947e+00
1.838999999999999968e+00,7.289999999999999147e+01,7.354798884169885298e+01,-6.479888416988549560e-01,4.104570560285269565e+00
1.840000000000000080e+00,7.294736842105264429e+01,7.359523652395900228e+01,-6.478681029063532160e-01,4.093894321598813946e+00
1.840999999999999970e+00,7.299473684210526869e+01,7.364248306602732441e+01,-6.477462239220452833e-01,4.083214160444455842e+00
1.842000000000000082e+00,7.304210526315789309e+01,7.368972847329570186e+01,-6.476232101377982220e-01,4.072530087465745297e+00
1.842999999999999972e+00,7.308947368421053170e+01,7.373697275113678984e+01,-6.474990669262687959e-01,4.061842113304505730e+00
1.844000000000000083e+00,7.313684210526317031e+01,7.378421590490404469e+01,-6.473737996408773787e-01,4.051150248600775328e+00
1.844999999999999973e+00,7.318421052631579471e+01,7.383145793993175232e+01,-6.472474136159612756e-01,4.040454503992771507e+00
1.846000000000000085e+00,7.323157894736841911e+01,7.387869886153511345e+01,-6.471199141666982291e-01,4.029754890116826971e+00
1.846999999999999975e+00,7.327894736842104351e+01,7.392593867501030047e+01,-6.469913065892586301e-01,4.019051417607386156e+00
1.848000000000000087e+00,7.332631578947369633e+01,7.397317738563448586e+01,-6.468615961607934173e-01,4.008344097096953718e+00
1.848999999999999977e+00,7.337368421052632073e+01,7.402041499866591323e+01,-6.467307881395865099e-01,3.997632939216073211e+00
1.850000000000000089e+00,7.342105263157894512e+01,7.406765151934393998e+01,-6.465988877649910815e-01,3.986917954593245383e+00
1.850999999999999979e+00,7.346842105263158373e+01,7.411488695288910833e+01,-6.464659002575312563e-01,3.976199153854940604e+00
1.852000000000000091e+00,7.351578947368422234e+01,7.416212130450318796e+01,-6.463318308189662798e-01,3.965476547625554460e+00
1.852999999999999980e+00,7.356315789473684674e+01,7.420935457936920443e+01,-6.461966846323660141e-01,3.954750146527374000e+00
1.854000000000000092e+00,7.361052631578947114e+01,7.425658678265156709e+01,-6.460604668620990587e-01,3.944019961180517342e+00
1.854999999999999982e+00,7.365789473684209554e+01,7.430381791949604064e+01,-6.459231826539465482e-01,3.933286002202931897e+00
1.856000000000000094e+00,7.370526315789474836e+01,7.435104799502984463e+01,-6.457848371350898287e-01,3.922548280210337523e+00
1.856999999999999984e+00,7.375263157894737276e+01,7.439827701436168184e+01,-6.456454354143013052e-01,3.911806805816224752e+00
1.858000000000000096e+00,7.379999999999999716e+01,7.444550498258180937e+01,-6.455049825818042208e-01,3.901061589631755311e+00
1.858999999999999986e+00,7.384736842105263577e+01,7.449273190476210971e+01,-6.453634837094764931e-01,3.890312642265804755e+00
1.860000000000000098e+00,7.389473684210527438e+01,7.453995778595607646e+01,-6.452209438507997552e-01,3.879559974324882532e+00
1.860999999999999988e+00,7.394210526315791299e+01,7.458718263119895653e+01,-6.450773680410499811e-01,3.868803596413139090e+00
1.862000000000000099e+00,7.398947368421053739e+01,7.463440644550773584e+01,-6.449327612971959001e-01,3.858043519132278831e+00
1.862999999999999989e+00,7.403684210526316178e+01,7.468162923388118202e+01,-6.447871286180264505e-01,3.847279753081567222e+00
1.864000000000000101e+00,7.408421052631580039e+01,7.472885100130000069e+01,-6.446404749842009618e-01,3.836512308857805920e+00
1.864999999999999991e+00,7.413157894736842479e+01,7.477607175272676443e+01,-6.444928053583390826e-01,3.825741197055286591e+00
1.866000000000000103e+00,7.417894736842104919e+01,7.482329149310604066e+01,-6.443441246849820336e-01,3.814966428265741172e+00
1.866999999999999993e+00,7.422631578947367359e+01,7.487051022736439165e+01,-6.441944378907070723e-01,3.804188013078340092e+00
1.868000000000000105e+00,7.427368421052632641e+01,7.491772796041048821e+01,-6.440437498841533603e-01,3.793405962079658522e+00
1.868999999999999995e+00,7.432105263157896502e+01,7.496494469713510966e+01,-6.438920655561489736e-01,3.782620285853658615e+00
1.870000000000000107e+00,7.436842105263158942e+01,7.501216044241122916e+01,-6.437393897796470643e-01,3.771830994981607788e+00
1.870999999999999996e+00,7.441578947368421382e+01,7.505937520109405625e+01,-6.435857274098407688e-01,3.761038100042100041e+00
1.872000000000000108e+00,7.446315789473685243e+01,7.510658897802105116e+01,-6.434310832842009553e-01,3.750241611611016879e+00
1.872999999999999998e+00,7.451052631578947683e+01,7.515380177801206685e+01,-6.432754622225913543e-01,3.739441540261500663e+00
1.874000000000000110e+00,7.455789473684210122e+01,7.520101360586929218e+01,-6.431188690271911756e-01,3.728637896563894216e+00
1.875000000000000000e+00,7.460526315789472562e+01,7.524822446637739404e+01,-6.429613084826618641e-01,3.717830691085760364e+00
1.876000000000000112e+00,7.465263157894737844e+01,7.529543436430350312e+01,-6.428027853561202321e-01,3.707019934391825089e+00
1.877000000000000002e+00,7.470000000000000284e+01,7.534264330439731339e+01,-6.426433043973051040e-01,3.696205637043972203e+00
1.878000000000000114e+00,7.474736842105264145e+01,7.538985129139111052e+01,-6.424828703384745099e-01,3.685387809601168740e+00
1.879000000000000004e+00,7.479473684210526585e+01,7.543705832999981453e+01,-6.423214878945465722e-01,3.674566462619488050e+00
1.880000000000000115e+00,7.484210526315790446e+01,7.548426442492105082e+01,-6.421591617631494664e-01,3.663741606652076044e+00
1.881000000000000005e+00,7.488947368421052886e+01,7.553146958083522122e+01,-6.419958966246858134e-01,3.652913252249108567e+00
1.882000000000000117e+00,7.493684210526315326e+01,7.557867380240546140e+01,-6.418316971423067008e-01,3.642081409957755866e+00
1.883000000000000007e+00,7.498421052631577766e+01,7.562587709427783977e+01,-6.416665679620519036e-01,3.631246090322191478e+00
1.884000000000000119e+00,7.503157894736843048e+01,7.567307946108124383e+01,-6.415005137128115820e-01,3.620407303883540706e+00
1.885000000000000009e+00,7.507894736842105488e+01,7.572028090742759332e+01,-6.413335390065302288e-01,3.609565061179885959e+00
1.886000000000000121e+00,7.512631578947369348e+01,7.576748143791175494e+01,-6.411656484380658938e-01,3.598719372746172596e+00
1.887000000000000011e+00,7.517368421052631788e+01,7.581468105711167027e+01,-6.409968465853563835e-01,3.587870249114258669e+00
1.888000000000000123e+00,7.522105263157897070e+01,7.586187976958838419e+01,-6.408271380094188174e-01,3.577017700812861634e+00
1.889000000000000012e+00,7.526842105263159510e+01,7.590907757988610172e+01,-6.406565272545026168e-01,3.566161738367553014e+00
1.890000000000000124e+00,7.531578947368421950e+01,7.595627449253221641e+01,-6.404850188480002426e-01,3.555302372300680247e+00
1.891000000000000014e+00,7.536315789473684390e+01,7.600347051203740989e+01,-6.403126173005613264e-01,3.544439613131396882e+00
1.892000000000000126e+00,7.541052631578948251e+01,7.605066564289563757e+01,-6.401393271061572854e-01,3.533573471375625275e+00
1.893000000000000016e+00,7.545789473684210691e+01,7.609785988958422820e+01,-6.399651527421182928e-01,3.522703957546028164e+00
1.894000000000000128e+00,7.550526315789474552e+01,7.614505325656392642e+01,-6.397900986691851255e-01,3.511831082151989136e+00
1.895000000000000018e+00,7.555263157894736992e+01,7.619224574827889285e+01,-6.396141693315341437e-01,3.500954855699580648e+00
1.896000000000000130e+00,7.560000000000002274e+01,7.623943736915684610e+01,-6.394373691568281393e-01,3.490075288691558697e+00
1.897000000000000020e+00,7.564736842105264714e+01,7.628662812360902024e+01,-6.392597025563694357e-01,3.479192391627352166e+00
1.898000000000000131e+00,7.569473684210527153e+01,7.633381801603026418e+01,-6.390811739249974144e-01,3.468306175002984659e+00
1.899000000000000021e+00,7.574210526315789593e+01,7.638100705079911279e+01,-6.389017876412163011e-01,3.457416649311101153e+00
1.900000000000000133e+00,7.578947368421053454e+01,7.642819523227775846e+01,-6.387215480672205903e-01,3.446523825040944899e+00
1.901000000000000023e+00,7.583680263157894785e+01,7.647538256481217900e+01,-6.385799332332304790e-01,3.435627712678330781e+00
1.902000000000000135e+00,7.588405263157895320e+01,7.652256883927819331e+01,-6.385162076992363378e-01,3.408048199220136354e+00
1.903000000000000025e+00,7.593122368421052215e+01,7.656975369711506119e+01,-6.385300129045281547e-01,3.368788227894329523e+00
1.904000000000000137e+00,7.597831578947369735e+01,7.661693667555451270e+01,-6.386208860808171295e-01,3.321381603635067847e+00
1.905000000000000027e+00,7.602532894736842195e+01,7.666411723956542801e+01,-6.387882921970139405e-01,3.268324260405515602e+00
1.906000000000000139e+00,7.607226315789475279e+01,7.671129480441368287e+01,-6.390316465189288531e-01,3.211378930216563177e+00
1.907000000000000028e+00,7.611911842105263304e+01,7.675846875159218996e+01,-6.393503305395504821e-01,3.151790376705854158e+00
1.908000000000000140e+00,7.616589473684210532e+01,7.680563844006742613e+01,-6.397437032253218137e-01,3.090437447002450710e+00
1.909000000000000030e+00,7.621259210526315542e+01,7.685280321421713268e+01,-6.402111089539774813e-01,3.027940488835874078e+00
1.910000000000000142e+00,7.625921052631579755e+01,7.689996240943061423e+01,-6.407518831148264482e-01,2.964737235398157367e+00
1.911000000000000032e+00,7.630575000000000330e+01,7.694711535605800634e+01,-6.413653560580090396e-01,2.901136414233366878e+00
1.912000000000000144e+00,7.635221052631578686e+01,7.699426138219281768e+01,-6.420508558770233742e-01,2.837355619254443795e+00
1.913000000000000034e+00,7.639859210526316247e+01,7.704139981563061212e+01,-6.428077103674516568e-01,2.773548065438182775e+00
1.914000000000000146e+00,7.644489473684211589e+01,7.708852998524561428e+01,-6.436352484035039456e-01,2.709821489682251894e+00
1.915000000000000036e+00,7.649111842105263293e+01,7.713565122195598178e+01,-6.445328009033416405e-01,2.646251503314312359e+00
1.916000000000000147e+00,7.653726315789474199e+01,7.718276285939879244e+01,-6.454997015040430108e-01,2.582891024967951310e+00
1.917000000000000037e+00,7.658332894736842889e+01,7.722986423439982673e+01,-6.465352870313952893e-01,2.519776944431619370e+00
1.918000000000000149e+00,7.662931578947369360e+01,7.727695468729839945e+01,-6.476388978247067385e-01,2.456934830317131002e+00
1.919000000000000039e+00,7.667522368421052192e+01,7.732403356216994439e+01,-6.488098779594194676e-01,2.394382255783490621e+00
1.919999999999999929e+00,7.672105263157894228e+01,7.737110020697627988e+01,-6.500475753973334880e-01,2.332131147985222697e+00
1.921000000000000041e+00,7.676680263157895467e+01,7.741815397366495688e+01,-6.513513420860053138e-01,2.270189447830450291e+00
1.921999999999999931e+00,7.681247368421053068e+01,7.746519421823245466e+01,-6.527205340219269791e-01,2.208562282506877139e+00
1.923000000000000043e+00,7.685806578947368450e+01,7.751222030076216640e+01,-6.541545112884885604e-01,2.147252793802609361e+00
1.923999999999999932e+00,7.690357894736841615e+01,7.755923158544429441e+01,-6.556526380758758155e-01,2.086262723262946039e+00
1.925000000000000044e+00,7.694901315789472562e+01,7.760622744058322553e+01,-6.572142826885002398e-01,2.025592825564007882e+00
1.925999999999999934e+00,7.699436842105262713e+01,7.765320723859608165e+01,-6.588388175434469751e-01,1.965243160529970723e+00
1.927000000000000046e+00,7.703964473684212066e+01,7.770017035600483268e+01,-6.605256191627137952e-01,1.905213299418164752e+00
1.927999999999999936e+00,7.708484210526314939e+01,7.774711617342425996e+01,-6.622740681611000158e-01,1.845502470638622938e+00
1.929000000000000048e+00,7.712996052631578436e+01,7.779404407554670797e+01,-6.640835492309141719e-01,1.786109662687174193e+00
1.929999999999999938e+00,7.717499999999999716e+01,7.784095345112477560e+01,-6.659534511247735544e-01,1.727033696852068090e+00
1.931000000000000050e+00,7.721996052631580199e+01,7.788784369295251508e+01,-6.678831666367121001e-01,1.668273278567065532e+00
1.931999999999999940e+00,7.726484210526315621e+01,7.793471419784562215e+01,-6.698720925824729333e-01,1.609827033679440689e+00
1.933000000000000052e+00,7.730964473684211669e+01,7.798156436662101498e+01,-6.719196297789117311e-01,1.551693534061111990e+00
1.933999999999999941e+00,7.735436842105264077e+01,7.802839360407580216e+01,-6.740251830231702712e-01,1.493871315691295720e+00
1.935000000000000053e+00,7.739901315789474268e+01,7.807520131896616533e+01,-6.761881610714176594e-01,1.436358891420685069e+00
1.935999999999999943e+00,7.744357894736842240e+01,7.812198692398591504e+01,-6.784079766174893056e-01,1.379154759978428402e+00
1.937000000000000055e+00,7.748806578947369417e+01,7.816874983574506075e+01,-6.806840462713743545e-01,1.322257412324903569e+00
1.937999999999999945e+00,7.753247368421051533e+01,7.821548947474836666e+01,-6.830157905378417826e-01,1.265665336129460528e+00
1.939000000000000057e+00,7.757680263157894274e+01,7.826220526537372280e+01,-6.854026337947748404e-01,1.209377018923536440e+00
1.939999999999999947e+00,7.762105263157894797e+01,7.830889663585084293e+01,-6.878440042718990677e-01,1.153390950318161856e+00
1.941000000000000059e+00,7.766522368421051681e+01,7.835556301823980618e+01,-6.903393340292822700e-01,1.097705623560377930e+00
1.941999999999999948e+00,7.770931578947367768e+01,7.840220384840975498e+01,-6.928880589360751907e-01,1.042319536622816400e+00
1.943000000000000060e+00,7.775332894736843059e+01,7.844881856601766401e+01,-6.954896186492405263e-01,9.872311929634420835e-01
1.943999999999999950e+00,7.779726315789473290e+01,7.849540661448719447e+01,-6.981434565924586888e-01,9.324391020523492557e-01
1.945000000000000062e+00,7.784111842105262724e+01,7.854196744098761940e+01,-7.008490199349844962e-01,8.779417797340389740e-01
1.945999999999999952e+00,7.788489473684211362e+01,7.858850049641293367e+01,-7.036057595708199441e-01,8.237377484735297628e-01
1.947000000000000064e+00,7.792859210526316360e+01,7.863500523536093567e+01,-7.064131300977739558e-01,7.698255375203721940e-01
1.947999999999999954e+00,7.797221052631579141e+01,7.868148111611250783e+01,-7.092705897967123141e-01,7.162036830148021949e-01
1.949000000000000066e+00,7.801575000000001125e+01,7.872792760061093986e+01,-7.121776006109351576e-01,6.628707280530257151e-01
1.949999999999999956e+00,7.805921052631578050e+01,7.877434415444139404e+01,-7.151336281256174265e-01,6.098252227236269363e-01
1.951000000000000068e+00,7.810259210526317020e+01,7.882073024681044160e+01,-7.181381415472755103e-01,5.570657241236958157e-01
1.951999999999999957e+00,7.814589473684210930e+01,7.886708535052569857e+01,-7.211906136836025993e-01,5.045907963606417468e-01
1.953000000000000069e+00,7.818911842105264043e+01,7.891340894197563216e+01,-7.242905209229983932e-01,4.523990105438553400e-01
1.953999999999999959e+00,7.823226315789473517e+01,7.895970050110935290e+01,-7.274373432146208351e-01,4.004889447694122140e-01
1.955000000000000071e+00,7.827532894736843616e+01,7.900595951141657736e+01,-7.306305640481449704e-01,3.488591840997035121e-01
1.955999999999999961e+00,7.831831578947368655e+01,7.905218545990769030e+01,-7.338696704340053056e-01,2.975083205397215380e-01
1.957000000000000073e+00,7.836122368421052897e+01,7.909837783709392056e+01,-7.371541528833968071e-01,2.464349530108318476e-01
1.957999999999999963e+00,7.840405263157894922e+01,7.914453613696755951e+01,-7.404835053886058560e-01,1.956376873229697111e-01
1.959000000000000075e+00,7.844680263157896150e+01,7.919065985698229326e+01,-7.438572254033418707e-01,1.451151361456624045e-01
1.959999999999999964e+00,7.848947368421052317e+01,7.923674849803374798e+01,-7.472748138232218063e-01,9.486591897830187747e-02
1.961000000000000076e+00,7.853206578947369110e+01,7.928280156443989313e+01,-7.507357749662029178e-01,4.488866211991471289e-02
1.961999999999999966e+00,7.857457894736842263e+01,7.932881856392181419e+01,-7.542396165533975516e-01,-4.818001361323709375e-03
1.963000000000000078e+00,7.861701315789473199e+01,7.937479900758440010e+01,-7.577858496896597851e-01,-5.425543165885216013e-02
1.963999999999999968e+00,7.865936842105263338e+01,7.942074240989715861e+01,-7.613739888445265613e-01,-1.034249822584758505e-01
1.965000000000000080e+00,7.870164473684211259e+01,7.946664828867520214e+01,-7.650035518330969841e-01,-1.523279999692004338e-01
1.965999999999999970e+00,7.874384210526315542e+01,7.951251616506027631e+01,-7.686740597971266631e-01,-2.009658249540162700e-01
